1,1,54.83,61.38,120.82000000000001,59.949999999999996,1,1,1.0
1,2,313.38,0.0,396.79999999999995,113.54,1,1,1.0
1,3,96.51,0.0,223.3,61.97,1,1,1.0
2,1,40.7,58.6,115.10000000000001,58.029999999999994,1,1,1.0
2,2,313.23,0.0,396.30999999999995,113.54,1,1,1.0
2,3,96.51,0.0,223.3,61.97,1,1,1.0
3,1,30.53,55.83,105.41999999999999,56.11,1,1,1.0
3,2,313.07,0.0,395.83,113.54,1,1,1.0
3,3,96.51,0.0,223.3,61.97,1,1,1.0
4,1,20.35,53.05,95.75999999999999,54.19,1,1,1.0
4,2,312.91,0.0,395.35999999999996,113.54,1,1,1.0
4,3,96.51,0.0,223.3,61.97,1,1,1.0
5,1,10.18,50.28,86.08000000000001,52.269999999999996,1,1,1.0
5,2,312.75,0.0,394.88,113.54,1,1,1.0
5,3,96.51,0.0,223.3,61.97,1,1,1.0
6,1,0.0,47.5,76.41,50.349999999999994,1,1,1.0
6,2,312.59,0.0,394.40000000000003,113.54,1,1,1.0
6,3,96.51,0.0,223.3,61.97,1,1,1.0
7,1,0.0,45.72,60.04,47.849999999999994,1,1,1.0
7,2,312.43,0.0,393.92,113.54,1,1,1.0
7,3,96.51,0.0,223.3,61.97,1,1,1.0
8,1,0.0,43.94,43.67,45.34,1,1,1.0
8,2,312.28,0.0,393.43000000000006,113.54,1,1,1.0
8,3,96.51,0.0,223.3,61.97,1,1,1.0
9,1,0.0,42.16,27.3,42.84,1,1,1.0
9,2,312.12,0.0,392.96000000000004,113.54,1,1,1.0
9,3,96.51,0.0,223.3,61.97,1,1,1.0
10,1,0.0,47.5,12.4,30.0,1,1,1.0
10,2,311.96,0.0,392.4800000000001,113.54,1,1,1.0
10,3,96.51,0.0,223.3,61.97,1,1,1.0
11,2,311.8,0.0,391.99999999999994,113.54,1,1,1.0
11,3,96.51,0.0,223.3,61.97,1,1,1.0
12,2,311.8,0.0,391.99999999999994,113.38,1,1,1.0
